token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
荣誉,739,13,0.4629617036373399,563,-0.030079930922291442,-0.05601077451277063,7-9,róngyù,honor; credit; glory; (honorable) reputation; honorary,Translation,1.0
评选,739,13,0.4596306432328086,960,0.07169539223526528,0.11713694074379287,6,píngxuǎn,to select on the basis of a vote or consensus,Translation,1.0
称号,739,13,0.4547178677112896,563,-0.011407650372282807,-0.020920638503964136,5,chēnghào,name; term of address; title,Translation,1.0
授予,739,13,0.44442923860499434,1266,0.14542861776301436,0.20745898225714654,7-9,shòuyǔ,to award; to confer,Translation,1.0
奖励,739,13,0.4369859617332362,964,0.015780381498708584,0.02726422536192167,5,jiǎnglì,to reward; reward (as encouragement),Translation,1.0
勋章,739,13,0.43173043923660154,917,0.07479550438209409,0.1163109433804675,7-9,xūnzhāng,medal; decoration,Translation,1.0
揭晓,739,13,0.36662550832696067,594,-0.0023851189427842034,-0.003765732554975382,7-9,jiēxiǎo,to announce publicly; to publish; to make known; to disclose,Translation,0.75
勾,740,4,0.4399395012920468,679,0.0468217158382504,0.07715124074489711,7-9,gōu,"to attract; to arouse; to tick; to strike out; to delineate; to collude; variant of 钩, hook; used in 勾当; surname Gou",Translation,1.0
叉,740,4,0.43636075625429765,703,0.07766331205378191,0.12110245211320335,5,chā,"fork; pitchfork; prong; pick; cross; intersect; ""X""; to cross; be stuck; to diverge; to open (as legs)",Translation,0.75
拐,740,4,0.4214948802685637,1111,0.06637660557984298,0.10292834015075163,6,guǎi,to turn (a corner etc); to kidnap; to swindle; to misappropriate; seven (used as a substitute for 七); variant of 拐; cane; walking stick; crutch; old man's staff; variant of 拐,Translation,0.75
撇,740,4,0.3227832323947179,1162,-0.07449597054336193,-0.11000313947746505,7-9,piě,to cast away; to fling aside; to throw; to cast; left-slanting downward brush stroke (calligraphy),Translation,1.0
忌,741,2,0.5147319936812826,647,0.1877892816127249,0.27900935771733765,7-9,jì,to be jealous of; fear; dread; scruple; to avoid or abstain from; to quit; to give up sth,Translation,0.0
勿,741,2,0.5147306872254243,282,0.14501803644951483,0.23008241658037076,7-9,wù,do not,Translation,1.0
袋,742,10,0.5061531328024794,936,0.12306636202954546,0.19948731231414177,4,dài,pouch; bag; sack; pocket,Translation,1.0
包,742,10,0.4846016161611233,1214,0.13509181072022058,0.2076769363322777,1,bāo,to cover; to wrap; to hold; to include; to take charge of; to contract (to or for); package; wrapper; container; bag; to hold or embrace; bundle; packet; surname Bao,Translation,1.0
箱,742,10,0.45763746916610754,861,-0.037032951718978524,-0.06828080778743993,4,xiāng,box; trunk; chest,Translation,1.0
盒,742,10,0.451894626797183,936,0.08540485876892373,0.13481212213906826,5,hé,small box; case,Translation,1.0
筐,742,10,0.45019357769749097,1285,0.037149661472057616,0.06329206306740627,7-9,kuāng,basket,Translation,1.0
捆,742,10,0.43582137468915355,1285,-0.046163717473932386,-0.08182464808640622,7-9,kǔn,a bunch; to tie together; bundle; variant of 捆,Translation,0.75
包裹,742,10,0.4017709628364924,823,0.010906978013265456,0.01790565282878606,4,bāoguǒ,to wrap up; to bind up; bundle; parcel; package,Translation,0.75
包装,742,10,0.38293258437445815,700,0.010017465441734152,0.01597465629323552,5,bāozhuāng,to pack; to package; to wrap; packaging,Translation,0.25
打包,742,10,0.3724728291592301,1166,-0.009796344701319848,-0.015611028743495783,5,dǎbāo,to wrap; to pack; to put leftovers in a doggy bag for take-out; (computing) to package (i.e. create an archive file),Translation,0.25
口袋,742,10,0.3611464893407917,861,-0.008491745036115661,-0.013292163061534109,4,kǒudai,pocket; bag; sack,Translation,0.25
涵盖,743,6,0.6161316162327017,1261,0.2465033060291495,0.3910443790848974,7-9,hángài,to cover; to comprise; to include,Translation,1.0
包含,743,6,0.5742066883116372,549,0.16972962847048123,0.28500938759002165,4,bāohán,to contain; to embody; to include,Translation,0.25
包括,743,6,0.5480761758925652,409,0.11673771663925403,0.20528505670696487,4,bāokuò,to comprise; to include; to involve; to incorporate; to consist of,Translation,0.25
涉及,743,6,0.521253871320077,1261,-0.1423705941454687,-0.29738223583767903,6,shèjí,to involve; to touch upon (a topic),Translation,0.75
覆盖,743,6,0.45346543776424547,1063,0.08151317226322313,0.12978817976033297,7-9,fùgài,to cover,Translation,0.75
限于,743,6,0.4179835323477631,156,0.012611449160659816,0.02120897590589929,7-9,xiànyú,to be limited to; to be confined to,Translation,0.5
包扎,744,6,0.4229300245775386,940,0.04682632537023268,0.07505466102417548,7-9,bāozā,variant of 包扎; to wrap up; to pack; to bind up (a wound),Translation,0.5
针,744,6,0.4227241036286843,703,0.04969987839369894,0.07926921644193675,4,zhēn,"needle; pin; injection; stitch; variant of 针, needle",Translation,0.25
扎,744,6,0.4086701866811101,865,-0.00145226748530225,-0.002455934831276767,6,zhā,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar""); used in 挣扎; variant of 扎; variant of 扎; to tie; to bind; classifier for flowers, banknotes etc: bundle; Taiwan pr. [zhá]; (of troops) to be stationed (at); Taiwan pr. [zhá]",Translation,0.5
卡子,744,6,0.3980415591444161,1324,0.006297005101599917,0.010352566743879469,7-9,qiǎzi,clip; hair fastener; checkpoint,Translation,0.25
梳,744,6,0.3809262759169852,1101,-0.015597736171790444,-0.025195280570006744,7-9,shū,a comb; to comb,Translation,0.0
注射,744,6,0.35100705661624004,240,-0.030090826369828683,-0.04636541379470061,5,zhùshè,injection; to inject,Translation,0.0
负担,745,3,0.41840204307107487,129,0.022226241317077067,0.03680912653325288,4,fùdān,"to bear (an expense, a responsibility etc); burden",Translation,0.25
包袱,745,3,0.36269095646494354,1285,-0.025558261998954168,-0.04010340392658854,7-9,bāofu,wrapping cloth; a bundle wrapped in cloth; load; weight; burden; funny part; punchline,Translation,0.75
怨言,745,3,0.3465402126276058,1122,-0.028055399659915548,-0.04293362836101698,7-9,yuànyán,complaint,Translation,0.25
化,746,1,0.0,758,-0.32866618037223816,0.0,3,huà (xiàndàihuà),variant of 花; to make into; to change into; -ization; to ... -ize; to transform; abbr. for 化学,Translation,1.0
按摩,747,4,0.48973965957577414,497,0.09982201769764609,0.16362056100908484,5,ànmó,massage; to massage,Translation,0.25
理发,747,4,0.4780049326057041,496,0.08624723573871496,0.14179749631760544,3,lǐfà,to get a haircut; to have one's hair done; to cut (sb's) hair; to give (sb) a haircut,Translation,0.0
化妆,747,4,0.4185452428388561,1101,0.05787476568698535,0.09052415635236248,7-9,huàzhuāng,to put on makeup,Translation,0.5
桑拿,747,4,0.41253026346537186,118,0.0761157772955568,0.11470379583216034,7-9,sāngná,sauna (loanword),Translation,0.5
进化,748,4,0.4579545648390659,758,0.061606297045410485,0.10205602627899332,5,jìnhuà,evolution,Translation,0.75
遗传,748,4,0.4101820016721893,557,0.028782727799813834,0.04652876497573917,4,yíchuán,heredity; to inherit (a trait); to pass on (to one's offspring),Translation,0.5
发育,748,4,0.40940165274614465,1322,-0.005215140647944094,-0.008830266241335313,7-9,fāyù,to develop; to mature; growth; development; (sexually) mature,Translation,0.0
化石,748,4,0.3488337206568781,790,-0.015074868229382865,-0.023150566464513436,5,huàshí,fossil,Translation,0.5
幸免,749,2,0.4036703201357291,1148,0.03730306945480566,0.05887175101806656,7-9,xìngmiǎn,to avoid (an unpleasant fate),Translation,0.75
化险为夷,749,2,0.40367019506678337,1053,0.05026960703119987,0.07774459132042374,7-9,huàxiǎnwéiyí,to turn peril into safety (idiom); to avert disaster,Translation,1.0
北京,750,1,0.0,1370,-0.3711140751838684,0.0,1,Běijīng,"Beijing, capital of the People's Republic of China",Translation,1.0
搭配,751,6,0.4805164105084243,1160,0.01036269132164147,0.019557920281589283,6,dāpèi,to pair up; to match; to arrange in pairs; to add sth into a group,Translation,1.0
配,751,6,0.46342816298037437,551,0.08697661106615928,0.13948653281580045,3,pèi,to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate,Translation,1.0
配置,751,6,0.4495469819459329,1042,0.024063755169809853,0.04188520908584982,6,pèizhì,to deploy; to allocate; configuration; allocation,Translation,1.0
配备,751,6,0.43591027150122735,1302,0.055592553710623716,0.08971138163320672,5,pèibèi,to allocate; to provide; to outfit with,Translation,1.0
匹配,751,6,0.4099765293996317,1017,0.015088933030842022,0.024935752333442616,7-9,pǐpèi,to mate or marry; to match; matching; compatible,Translation,0.75
配合,751,6,0.37871091367811455,337,0.03595944048971428,0.05471208990632261,3,pèihé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,Translation,0.75
市区,752,14,0.5013233151465493,845,0.11484286451636128,0.18718696842557708,4,shìqū,urban district; downtown; city center,Translation,1.0
城区,752,14,0.4690480048926704,352,0.11383248522599865,0.17654346327807352,6,chéngqū,city district; urban area,Translation,1.0
郊区,752,14,0.45634625977598636,307,0.04891254133306949,0.08254357842390615,5,jiāoqū,suburban district; outskirts; suburbs,Translation,1.0
县,752,14,0.44339584320880326,306,-0.022896061240659626,-0.041135268145776456,4,xiàn,county,Translation,1.0
市,752,14,0.4422550342771764,1240,0.1361469469759221,0.19620771547315977,2,shì,market; city,Translation,1.0
城市,752,14,0.43594265929598325,750,0.060323277629799776,0.09661298870995497,3,chéngshì,city; town,Translation,1.0
城镇,752,14,0.4334458441314206,307,0.01175901599497653,0.02033330134446754,6,chéngzhèn,town; cities and towns,Translation,1.0
镇,752,14,0.40662443661226233,306,-0.10558921075330774,-0.17794667874502798,6,zhèn,to press down; to calm; to subdue; to suppress; to guard; garrison; small town; to cool or chill (food or drinks),Translation,1.0
区,752,14,0.3949830720336382,28,0.0038195440680925397,0.006273513896645215,3,qū,area; region; district; small; distinguish; surname Ou,Translation,1.0
开发区,752,14,0.36813749711318516,1240,0.024054009125666853,0.03667236406637248,7-9,kāifāqū,development zone,Translation,0.75
城,752,14,0.3618502522956214,1113,-0.07625494346510553,-0.11949380805903015,3,chéng,city walls; city; town,Translation,0.25
省,752,14,0.353293134905544,1172,-0.04288850810364181,-0.0663183126985635,2,shěng,to save; to economize; to be frugal; to omit; to delete; to leave out; province; provincial capital; a ministry (of the Japanese government); (bound form) to scrutinize; (bound form) to reflect (on one's conduct); (bound form) to come to realize; (bound form) to pay a visit (to one's parents or elders),Translation,0.0
首都,752,14,0.35245934377008553,750,-0.08012830962842826,-0.12374251540428069,3,shǒudū,capital (city),Translation,0.0
都市,752,14,0.3289544212666143,1213,-0.03638596059411875,-0.05422278567545018,6,dūshì,city; metropolis,Translation,0.0
生物,753,4,0.4583784723325739,1282,0.11627275586567021,0.17673471069128227,7-9,shēngwù,organism; living creature; life form; biological,Translation,1.0
疫苗,753,4,0.41036955582923423,439,0.024726639865107647,0.04024799340258565,7-9,yìmiáo,vaccine,Translation,0.25
医药,753,4,0.39842907652699827,1043,0.027019898746846904,0.042984876316563024,6,yīyào,medical care and medicines; medicine (drug); medical; pharmaceutical,Translation,0.75
基因,753,4,0.3836452950205358,748,-0.007612944725557957,-0.012351564227633513,7-9,jīyīn,gene (loanword),Translation,0.0
匿名,754,1,0.0,596,-0.34239494800567627,0.0,7-9,nìmíng,anonymous,Translation,1.0
十足,755,2,0.45559251004646395,554,0.09612482482383822,0.15007021910713078,5,shízú,ample; complete; hundred percent; a pure shade (of some color),Translation,0.75
足,755,2,0.455592401489179,1220,0.12721840308562982,0.1894185198060118,6,zú,excessive; foot; to be sufficient; ample,Translation,1.0
千军万马,756,2,0.43119454166001403,649,0.061224041190806266,0.09717646750890588,7-9,qiānjūn-wànmǎ,magnificent army with thousands of men and horses (idiom); impressive display of manpower; all the King's horses and all the King's men,Translation,1.0
呼风唤雨,756,2,0.4311945380968458,1149,0.09024428747123547,0.13693091842747968,7-9,hūfēng-huànyǔ,to call the wind and summon the rain (idiom); to exercise magical powers; fig. to stir up troubles,Translation,1.0
深入人心,757,3,0.4293330333067221,1106,0.051762791617040116,0.0831624627934857,7-9,shēnrù-rénxīn,to enter deeply into people's hearts; to have a real impact on the people (idiom),Translation,1.0
普及,757,3,0.4199484298369347,1283,0.037897379173940315,0.061327686072773856,3,pǔjí,to spread extensively; to generalize; widespread; popular; universal; ubiquitous; pervasive,Translation,0.25
千家万户,757,3,0.41908627290440736,1011,0.012875731179248673,0.021684000953228467,7-9,qiānjiā-wànhù,every family (idiom),Translation,1.0
升级,758,2,0.6076779348350869,1042,0.21590480036510096,0.35497412659823846,6,shēngjí,to go up by one grade; to be promoted; to escalate (in intensity); (computing) to upgrade,Translation,1.0
转型,758,2,0.6076775789167743,1042,0.19813597201369815,0.3355629699401599,7-9,zhuǎnxíng,to undergo fundamental change; to transition; to transform; to update (to a new model of product),Translation,1.0
半场,759,12,0.48153523889729155,576,0.10704393473812712,0.17113100976835197,7-9,bànchǎng,half of a game or contest; half-court,Translation,1.0
犯规,759,12,0.47948902315835595,80,0.12241741485337854,0.19040598678592507,6,fànguī,to break the rules; an illegality; a foul,Translation,1.0
得手,759,12,0.47175723838710054,113,0.048949723719589555,0.0848065852614007,7-9,déshǒu,to go smoothly; to come off; to succeed,Translation,1.0
球,759,12,0.46663197692405034,1275,0.12302127297889043,0.18742120524861855,1,qiú,ball; sphere; globe; ball game; match,Translation,1.0
得分,759,12,0.46155216474317223,1081,0.1445310332276693,0.21161860182933312,3,défēn,to score,Translation,1.0
比分,759,12,0.45882983693534424,1309,0.10002537259513428,0.1559982361577241,4,bǐfēn,score,Translation,1.0
皮球,759,12,0.45137082516098187,433,0.08214630662346051,0.13023065898661898,6,píqiú,"ball (made of rubber, leather etc)",Translation,1.0
防守,759,12,0.4480929695706747,478,0.03423777452520349,0.05841180240070463,6,fángshǒu,to defend; to protect (against),Translation,1.0
解围,759,12,0.42363889585217324,443,0.06622760067662087,0.10306374852124736,7-9,jiěwéi,to lift a siege; to help sb out of trouble or embarrassment,Translation,1.0
禁区,759,12,0.4221478156388901,667,0.10449675243507844,0.15314269107785047,7-9,jìnqū,restricted area; forbidden region,Translation,1.0
