token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
不必,0,37,0.37397498549083896,276,0.013815222698802143,0.02159167538304085,0.999999506567968,276,4.905845637894628e-7,0.9999990159834042,1.2812412588969506e-6,3,bùbì,need not; does not have to; not necessarily,Translation,要不 | 要不然 | 非得 | 不要 | 不然 | 免得 | 怕 | 别 | 想 | 何必 | 不用 | 干吗,0.0
后裔,306,28,0.37760427773333594,182,-0.017478443519901854,-0.028082525143727124,0.9999999998992593,397,1.0073814159509134e-10,0.999999999798521,4.038395900771297e-10,7-9,hòuyì,descendant,Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,1.0
生前,306,28,0.37737625843103784,33,-0.001076861052627498,-0.0017295534698273697,0.9999999999998579,33,1.354369074070069e-13,0.9999999999997224,6.964829091778523e-13,7-9,shēngqián,(of a deceased) during one's life; while living,Translation,舅舅 | 父亲 | 姑姑 | 母亲 | 弟弟 | 妹妹 | 爷爷 | 哥哥 | 伯父 | 儿子 | 奶奶 | 祖母,1.0
后人,306,28,0.3759708514828069,182,-0.040959852888508785,-0.06563772379196864,1.0,339,2.0017284867579733e-17,1.0,1.286375241854461e-16,7-9,hòurén,later generation,Translation,儒学 | 儒家 | 佛教 | 道教 | 宗教 | 古代 | 哲学 | 文人 | 古典 | 文学 | 基督教 | 近代,0.75
晚年,306,28,0.3750335916248933,33,0.027151050735852833,0.04163521518480454,1.0,33,7.994587567410161e-21,1.0,6.18051119365033e-20,7-9,wǎnnián,one's later years,Translation,舅舅 | 父亲 | 姑姑 | 母亲 | 弟弟 | 妹妹 | 爷爷 | 哥哥 | 伯父 | 儿子 | 奶奶 | 祖母,1.0
辈,306,28,0.36525958429045896,33,-0.04498428624896755,-0.07087036705970914,0.999999999999929,33,6.945677269461471e-14,0.9999999999998594,3.650080603031436e-13,5,bèi,lifetime; generation; group of people; class; classifier for generations; (literary) classifier for people,Translation,舅舅 | 父亲 | 姑姑 | 母亲 | 弟弟 | 妹妹 | 爷爷 | 哥哥 | 伯父 | 儿子 | 奶奶 | 祖母,1.0
祖先,306,28,0.36310167764413137,182,-0.01501752744403384,-0.023579159996032707,0.9999999999938751,397,6.120875318501816e-12,0.9999999999877542,2.7399266368067836e-11,7-9,zǔxiān,ancestors; forebears; (biology) ancestral species; ancient species from which present-day species evolved,Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,0.75
生平,306,28,0.3592671816406263,33,0.05996069002552484,0.08557334884368271,0.9999999999978257,99,2.1804617746303048e-12,0.9999999999956453,1.0134900359458731e-11,7-9,shēngpíng,life (a person's whole life); in one's entire life,Translation,书籍 | 著作 | 书 | 专著 | 教材 | 课本 | 词典 | 字典 | 辞典 | 名著 | 笔记 | 百科全书,1.0
早年,306,28,0.3411701118789243,33,0.025793976667463858,0.03767612844672143,1.0,140,5.9379947114012915e-15,0.9999999999999941,3.249660892190769e-14,7-9,zǎonián,many years ago; in the past; in one's early years,Translation,月初 | 年初 | 月底 | 下旬 | 中旬 | 月份 | 上旬 | 上个月 | 年底 | 此前 | 今年 | 近期,1.0
祖籍,306,28,0.33906523903536284,33,0.023980523797029696,0.035012393985884335,1.0,397,3.3080326528652993e-16,0.9999999999999997,2.2502147787121864e-15,7-9,zǔjí,ancestral hometown; original domicile (and civil registration),Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,1.0
遗愿,306,28,0.3378947482882907,61,-0.024203168691453225,-0.03655486590520453,1.0,58,8.629243509224372e-23,1.0,1.2589393628439734e-21,7-9,yíyuàn,final wishes of the departed,Translation,希望 | 盼望 | 祝愿 | 期盼 | 期望 | 期待 | 祝福 | 但愿 | 祝 | 愿 | 相信 | 祈祷,0.75
终生,306,28,0.3370719380791187,242,0.04434148336773075,0.06269389607272922,1.0,316,9.814484472206524e-28,1.0,2.982362997476315e-26,7-9,zhōngshēng,throughout one's life; lifetime; lifelong,Translation,迷恋 | 痴迷 | 想念 | 怀念 | 着迷 | 向往 | 喜欢 | 留恋 | 崇拜 | 执着 | 渴望 | 恨,0.5
故乡,306,28,0.3350027639572006,33,-0.02558361980691526,-0.03847176863343939,1.0,75,2.042285767630383e-18,1.0,1.396533608486335e-17,3,gùxiāng,home; homeland; native place,Translation,深情 | 思念 | 牵挂 | 泪水 | 怜惜 | 挂念 | 满怀 | 恩情 | 眼泪 | 情谊 | 依依不舍 | 心中,0.75
去世,306,28,0.331933857529756,33,-0.08491046701392202,-0.12709889278321565,1.0,176,1.929746312333367e-16,0.9999999999999998,1.1665700559966117e-15,3,qùshì,to pass away; to die,Translation,结婚 | 退学 | 成家 | 离婚 | 出走 | 娶 | 投奔 | 转学 | 回国 | 求学 | 打工 | 出国,1.0
逝世,306,28,0.3312886669636884,182,0.008641686556442485,0.012758024702743835,1.0,62,1.1488062840149373e-18,1.0,7.920379527097648e-18,7-9,shìshì,to pass away; to die,Translation,开幕式 | 开幕 | 闭幕式 | 大会 | 庆典 | 晚会 | 招待会 | 闭幕 | 盛会 | 颁奖 | 宴会 | 典礼,1.0
前辈,306,28,0.32440156794019676,385,-0.04980484557444126,-0.07371959911539958,1.0,397,3.112165794770611e-17,1.0,2.256095031315601e-16,7-9,qiánbèi,senior; older generation; precursor,Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,0.75
家族,306,28,0.3193531464197487,33,-0.020846329910986505,-0.030627233199321,1.0,399,4.571182965279938e-15,0.9999999999999954,2.5192025184816768e-14,7-9,jiāzú,family; clan,Translation,国王 | 大臣 | 首相 | 外交官 | 元首 | 王后 | 总统 | 将军 | 大使 | 首脑 | 夫人 | 司令,1.0
弟子,306,28,0.31905098103339774,182,-0.14348312504961974,-0.21071052465479365,0.9999992337667387,397,7.662326288991116e-7,0.9999984675341098,1.928772152337399e-6,7-9,dìzǐ,disciple; follower,Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,0.5
世代,306,28,0.3180323075439824,182,0.002952579688522583,0.0043108370544761646,1.0,399,3.1762375668912774e-16,0.9999999999999997,1.8918336053780773e-15,7-9,shìdài,for many generations; generation; era; age,Translation,国王 | 大臣 | 首相 | 外交官 | 元首 | 王后 | 总统 | 将军 | 大使 | 首脑 | 夫人 | 司令,0.75
家乡,306,28,0.312814910983154,33,-0.07372635181038667,-0.10728747318406877,1.0,33,7.311279749696519e-16,0.9999999999999992,4.2620997205934865e-15,3,jiāxiāng,hometown; native place,Translation,舅舅 | 父亲 | 姑姑 | 母亲 | 弟弟 | 妹妹 | 爷爷 | 哥哥 | 伯父 | 儿子 | 奶奶 | 祖母,0.25
从小,306,28,0.30989090923272267,33,-0.07698035754127625,-0.11154809952682679,1.0,92,3.2680394904573376e-15,0.9999999999999968,1.8762452128542982e-14,2,cóngxiǎo,from childhood; from a young age,Translation,妈 | 爸 | 闺女 | 妈妈 | 爸爸 | 嫂子 | 爹 | 媳妇 | 老婆 | 姐 | 大姐 | 阿姨,0.5
生涯,306,28,0.303568339913542,183,0.004066823107674422,0.005805613010224634,1.0,119,8.564398661749295e-17,0.9999999999999999,5.297166804214449e-16,7-9,shēngyá,career; life (way in which sb lives); period of one's life,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.0
一代,306,28,0.28505237856490534,182,-0.029988719975786116,-0.0419453384789094,1.0,153,1.0272824290943872e-16,0.9999999999999999,6.477314579720971e-16,6,yīdài,generation,Translation,国内 | 市场 | 行业 | 厂商 | 企业 | 本土 | 全球 | 厂家 | 海外 | 产品 | 下游 | 上游,0.5
本人,306,28,0.2632440145342217,33,-0.08156052993881513,-0.11070222916105993,1.0,135,9.528976974348204e-16,0.999999999999999,5.5037620031013386e-15,5,běnrén,I; me; myself; oneself; yourself; himself; herself; the person concerned,Translation,总经理 | 总裁 | 秘书 | 总监 | 经理 | 董事 | 董事长 | 助理 | 主管 | 顾问 | 负责人 | 首席,0.5
终身,306,28,0.261825314825097,206,0.01696469373083828,0.02246564568705388,1.0,339,7.09188767407799e-24,1.0,1.3394856772642587e-22,5,zhōngshēn,lifelong; all one's life; marriage,Translation,儒学 | 儒家 | 佛教 | 道教 | 宗教 | 古代 | 哲学 | 文人 | 古典 | 文学 | 基督教 | 近代,0.25
多年,306,28,0.25751882536552484,111,-0.07050158500356019,-0.09495403710170597,0.9999999995989839,111,3.627513431059579e-10,0.9999999992362325,1.5377847524206468e-9,4,duō nián,many years; for many years; longstanding,Translation,始终 | 一直 | 依然 | 仍旧 | 依旧 | 仍然 | 一向 | 向来 | 仍 | 从来 | 一贯 | 历来,0.0
乒乓球,307,36,0.5233910760929199,241,0.16659103577628598,0.2590034922550295,0.99999999999973,119,2.552732102226654e-13,0.9999999999994748,1.3476772042003155e-12,7-9,pīngpāngqiú,table tennis; ping-pong; table tennis ball,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,1.0
体操,307,36,0.5205926602867633,241,0.13267552128938243,0.2167607194098753,0.9999999999999858,241,1.45474132466273e-14,0.9999999999999712,1.0357400449690571e-13,4,tǐcāo,gymnastic; gymnastics,Translation,爬山 | 登山 | 滑雪 | 游泳 | 滑冰 | 划船 | 跑步 | 野营 | 徒步 | 野炊 | 冲浪 | 潜水,1.0
篮球,307,36,0.5176063637754399,241,0.14017033960796832,0.22515009709728942,0.9999999999997584,343,2.3139255454580947e-13,0.999999999999527,1.1909464801990035e-12,2,lánqiú,basketball,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,1.0
排球,307,36,0.5032642289431528,241,0.1560425616756706,0.2390437210476632,0.9999999999852065,119,1.476715339408561e-11,0.9999999999704393,6.403868260774263e-11,2,páiqiú,volleyball,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,1.0
田径,307,36,0.5015042644265271,241,0.13310610602786688,0.21074369525331751,0.9999999998434532,119,1.565447448631264e-10,0.9999999996869084,6.160372205275557e-10,6,tiánjìng,track and field (athletics),Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
网球,307,36,0.4939977547788396,241,0.11912777634710131,0.19056479810111485,0.9999999999179465,119,8.205925045553751e-11,0.9999999998358873,3.3176829743741257e-10,2,wǎngqiú,tennis; tennis ball,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,1.0
羽毛球,307,36,0.48658016264732606,241,0.10980911020969036,0.17619385402296658,0.9999999999343459,119,6.466792002889667e-11,0.9999999998696779,2.687520975176989e-10,5,yǔmáoqiú,shuttlecock; badminton,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,1.0
摔跤,307,36,0.4847409933324341,241,0.07888350217714662,0.1327686556724119,0.9999999999915872,119,8.406136347644984e-12,0.999999999983181,3.718411592154257e-11,7-9,shuāijiāo,to trip and fall; to wrestle; wrestling (sports),Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
武术,307,36,0.48319985501924806,330,0.06943590268620864,0.11844359104586309,0.9999999999944293,343,5.5105953306944916e-12,0.9999999999889188,2.5109779558206683e-11,3,wǔshù,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu 功夫,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.75
举重,307,36,0.48204706489484284,241,0.13285592529870593,0.20413969965968418,0.9999999994796553,119,5.203471279157922e-10,0.9999999989593082,1.9433583873252104e-9,7-9,jǔzhòng,to lift weights; weight-lifting (sports),Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
台球,307,36,0.4785245843441963,241,0.10226867877503415,0.16395935398531292,0.9999999999999858,241,1.1319541210955591e-14,0.9999999999999745,6.349182997845988e-14,7-9,táiqiú,billiards,Translation,爬山 | 登山 | 滑雪 | 游泳 | 滑冰 | 划船 | 跑步 | 野营 | 徒步 | 野炊 | 冲浪 | 潜水,0.75
棒球,307,36,0.4745593408211154,241,0.1119408876223888,0.1756261821261831,0.9999999999966889,354,2.047277715038809e-12,0.9999999999946416,1.550798145813004e-11,7-9,bàngqiú,baseball,Translation,摩托 | 赛车 | 跳伞 | 帆船 | 驾驶 | 跑车 | 自行车 | 热气球 | 飞行 | 吉普 | 射击 | 航海,1.0
足球,307,36,0.44621863973536496,354,0.13398287029193046,0.19480930286750478,0.9999999994438156,343,5.433893824573201e-10,0.9999999989004262,2.081686784867433e-9,3,zúqiú,soccer ball; a football; soccer; football,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.75
跳高,307,36,0.4366162106776554,241,0.0885195707576944,0.1357863391696988,0.9999999999998437,119,1.4979223301740258e-13,0.9999999999996939,7.64357754719942e-13,3,tiàogāo,high jump (athletics),Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
跳远,307,36,0.4340642308866078,241,0.067540179952159,0.10661838077955212,1.0,119,5.184600844856564e-15,0.9999999999999948,2.846466097674814e-14,3,tiàoyuǎn,long jump (athletics),Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
杂技,307,36,0.4263357924857271,343,-0.030454599147899497,-0.05308784956248431,0.9999471465814542,343,0.00005285341854182854,0.9998942931629125,0.0000956947767098512,7-9,zájì,acrobatics,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.75
芭蕾,307,36,0.41503827338361265,343,-0.0533350936357026,-0.09117706545385547,0.9999999904337784,343,9.566222047017044e-9,0.9999999808675564,3.107867419210394e-8,7-9,bālěi,ballet (loanword),Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.75
太极拳,307,36,0.4145739660626259,330,0.0412086267285397,0.06576180558660458,0.9999735286005824,330,0.00002647139940743478,0.9999470572011749,0.0000509833485428819,7-9,tàijíquán,"shadowboxing or Taiji, T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art",Translation,绘画 | 茶道 | 书法 | 艺术 | 民俗 | 鉴赏 | 趣味 | 技艺 | 礼仪 | 猜谜 | 养生 | 创意,0.75
高尔夫球,307,36,0.41420148135487583,241,0.033930089252676876,0.05474991604433437,0.9999999999736247,354,2.605088791137964e-11,0.9999999999475737,1.1190920066045151e-10,7-9,gāo'ěrfūqiú,golf; golf ball,Translation,摩托 | 赛车 | 跳伞 | 帆船 | 驾驶 | 跑车 | 自行车 | 热气球 | 飞行 | 吉普 | 射击 | 航海,0.5
健美,307,36,0.4107511044536533,241,0.04577626809369589,0.0720857545727806,1.0,170,2.569145084947865e-23,1.0,2.2304859333060023e-22,7-9,jiànměi,healthy and beautiful; to do fitness exercises; abbr. for 健美运动,Translation,文雅 | 稳重 | 沉稳 | 优雅 | 俊俏 | 得体 | 硬朗 | 简洁 | 活泼 | 英俊 | 高雅 | 大方,0.5
运动会,307,36,0.3980599876713247,62,0.04958859370995883,0.07611115344798573,0.9999999999997016,119,2.974670667235957e-13,0.9999999999994041,1.516233966213754e-12,4,yùndònghuì,sports competition,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
竞技,307,36,0.39677628611370697,241,0.06890963381375681,0.10252375373064933,1.0,119,4.815160691600227e-15,0.9999999999999952,2.6494616432856194e-14,7-9,jìngjì,competition of skill (e.g. sports); athletics tournament,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,1.0
体育,307,36,0.38235186056158554,241,0.09247613443730929,0.13022528286857746,0.9999996509845813,117,3.490037208671269e-7,0.9999993019808605,9.24376792227105e-7,2,tǐyù,sports; physical education,Translation,金融 | 贸易 | 能源 | 航运 | 房地产 | 外贸 | 医药 | 电力 | 农业 | 物流 | 信贷 | 银行,0.75
龙舟,307,36,0.37688379038496783,354,0.020837922704532164,0.03235932756495027,1.0,204,3.898654966962942e-15,0.9999999999999961,2.1947783179998768e-14,7-9,lóngzhōu,dragon boat; imperial boat,Translation,彩霞 | 天空 | 星星 | 树叶 | 荷花 | 花瓣 | 月亮 | 仙鹤 | 飞翔 | 燕子 | 大雁 | 桃花,0.25
长跑,307,36,0.3760719399300189,241,-0.02321234783681969,-0.03720356451706313,0.999999999843638,119,1.563678487007277e-10,0.9999999996872702,6.1536911625078e-10,6,chángpǎo,long-distance running,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.25
马戏,307,36,0.3716933819258224,343,0.0015891767811702096,0.002522920130837126,0.9999999999828333,343,1.7161991530249105e-11,0.9999999999656713,7.38690637496768e-11,7-9,mǎxì,circus,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.75
啦啦队,307,36,0.3570458235572403,343,0.030337987249249243,0.04505917176117174,0.9999999999999574,152,2.181375737750337e-14,0.9999999999999356,2.2084950152671245e-13,7-9,lālāduì,cheerleading squad,Translation,演员 | 歌手 | 影星 | 歌星 | 艺人 | 导演 | 影迷 | 歌迷 | 偶像 | 观众 | 明星 | 主演,0.5
业余,307,36,0.3398118569511078,110,0.02551795824384323,0.03721413327916327,0.9999999999997584,110,1.9079629105496083e-13,0.9999999999995676,1.2619815473632515e-12,4,yèyú,in one's spare time; outside working hours; amateur (historian etc),Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.75
扑克,307,36,0.3361882098591538,251,0.050484225866212484,0.0706768968815213,1.0,20,5.614543631286185e-18,1.0,3.72932073167779e-17,7-9,pūkè,poker (game) (loanword); playing cards,Translation,中餐 | 西餐 | 晚餐 | 烤肉 | 火锅 | 午餐 | 海鲜 | 早餐 | 小吃 | 烧烤 | 餐 | 美食,0.75
魔术,307,36,0.3351790976649845,326,-0.004333052130605031,-0.006517623190525952,1.0,330,4.7821271331729295e-15,0.9999999999999952,2.7458171572455897e-14,7-9,móshù,magic,Translation,绘画 | 茶道 | 书法 | 艺术 | 民俗 | 鉴赏 | 趣味 | 技艺 | 礼仪 | 猜谜 | 养生 | 创意,0.75
钢琴,307,36,0.3335394444160153,343,-0.11172765764451276,-0.16764331618487405,0.9808900237016444,343,0.01910997629795267,0.9617800474036917,0.015781582645691572,5,gāngqín,piano,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.5
竞赛,307,36,0.3217257454928083,52,-0.0012124043158552866,-0.0017874839090512569,0.9999999999999716,110,1.629445422828676e-14,0.9999999999999553,1.407537277233628e-13,5,jìngsài,to compete; to race; contest; competition; match; race,Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.25
木偶,307,36,0.3204666456895433,343,-0.04900504778094977,-0.0721157357031823,0.9999999999999574,343,4.039702681968808e-14,0.999999999999917,2.1519903780830967e-13,7-9,mù'ǒu,puppet,Translation,乐曲 | 演奏 | 独唱 | 演唱 | 舞蹈 | 伴奏 | 歌曲 | 合唱 | 民歌 | 歌唱 | 歌剧 | 交响乐,0.25
